"shard","parent_id","s3_prefix","neighborhood","city","region","country","country_code","destination","lat","lng","anchor_hint","why_fit"
"00","neighborhoods/vn-ong-ha/city-centre","images/Neighborhood_POIs/vn-ong-ha/city-centre/","City Centre","Ðông Hà","","Vietnam","VN","City Centre, Ðông Hà, Vietnam","16.81625","107.10031","Ðông Hà city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/vn-ong-hoi/city-centre","images/Neighborhood_POIs/vn-ong-hoi/city-centre/","City Centre","Đồng Hới","","Vietnam","VN","City Centre, Đồng Hới, Vietnam","17.46885","106.62226","Đồng Hới city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/vn-ong-xoai/city-centre","images/Neighborhood_POIs/vn-ong-xoai/city-centre/","City Centre","Đồng Xoài","","Vietnam","VN","City Centre, Đồng Xoài, Vietnam","11.53495","106.88324","Đồng Xoài city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/vn-phan-rang-thap-cham/city-centre","images/Neighborhood_POIs/vn-phan-rang-thap-cham/city-centre/","City Centre","Phan Rang-Tháp Chàm","","Vietnam","VN","City Centre, Phan Rang-Tháp Chàm, Vietnam","11.56432","108.98858","Phan Rang-Tháp Chàm city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/vn-phan-thiet/city-centre","images/Neighborhood_POIs/vn-phan-thiet/city-centre/","City Centre","Phan Thiết","","Vietnam","VN","City Centre, Phan Thiết, Vietnam","10.92889","108.10208","Phan Thiết city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/vn-pho-yen/city-centre","images/Neighborhood_POIs/vn-pho-yen/city-centre/","City Centre","Phổ Yên","","Vietnam","VN","City Centre, Phổ Yên, Vietnam","21.41978","105.8899","Phổ Yên city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/vn-phong-ien/city-centre","images/Neighborhood_POIs/vn-phong-ien/city-centre/","City Centre","Phong Điền","","Vietnam","VN","City Centre, Phong Điền, Vietnam","16.58321","107.36438","Phong Điền city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/vn-phu-ly/city-centre","images/Neighborhood_POIs/vn-phu-ly/city-centre/","City Centre","Phủ Lý","","Vietnam","VN","City Centre, Phủ Lý, Vietnam","20.54531","105.91221","Phủ Lý city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/vn-phu-my/central","images/Neighborhood_POIs/vn-phu-my/central/","Central","Phú Mỹ","","Vietnam","VN","Central, Phú Mỹ, Vietnam","21.0294126","105.7750658","Phú Mỹ Town Hall","town commercial core"
"09","neighborhoods/vn-phu-quoc/kien-giang","images/Neighborhood_POIs/vn-phu-quoc/kien-giang/","Kien Giang","Phu Quoc","","Vietnam","VN","Kien Giang, Phu Quoc, Vietnam","10.2205151","103.9597503","Dương Đông Market","Duong Dong, Main town, dining, tourism"
"10","neighborhoods/vn-phuc-yen/city-centre","images/Neighborhood_POIs/vn-phuc-yen/city-centre/","City Centre","Phúc Yên","","Vietnam","VN","City Centre, Phúc Yên, Vietnam","21.23695","105.70483","Phúc Yên city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/vn-pleiku/city-centre","images/Neighborhood_POIs/vn-pleiku/city-centre/","City Centre","Pleiku","","Vietnam","VN","City Centre, Pleiku, Vietnam","13.98333","108.0","Pleiku city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/vn-quan-muoi-mot/district-11-center","images/Neighborhood_POIs/vn-quan-muoi-mot/district-11-center/","District 11 Center","Quận Mười Một","","Vietnam","VN","District 11 Center, Quận Mười Một, Vietnam","10.7678911","106.6359914","Đầm Sen Cultural Park","dense urban Ho Chi Minh district"
"13","neighborhoods/vn-quan-sau/district-6","images/Neighborhood_POIs/vn-quan-sau/district-6/","District 6","Quận Sáu","","Vietnam","VN","District 6, Quận Sáu, Vietnam","10.7493638","106.6510455","Chợ Lớn Market","Central residential commercial Chinatown-adjacent"
"14","neighborhoods/vn-quan-uc-thinh/city-centre","images/Neighborhood_POIs/vn-quan-uc-thinh/city-centre/","City Centre","Quận Đức Thịnh","","Vietnam","VN","City Centre, Quận Đức Thịnh, Vietnam","10.30989","105.73855","Quận Đức Thịnh city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/vn-quang-ngai/city-center","images/Neighborhood_POIs/vn-quang-ngai/city-center/","City Center","Quảng Ngãi","","Vietnam","VN","City Center, Quảng Ngãi, Vietnam","15.1135282","108.8101722","Quảng Ngãi Central Market","central commercial core"
"16","neighborhoods/vn-rach-gia/city-center","images/Neighborhood_POIs/vn-rach-gia/city-center/","City Center","Rạch Giá","","Vietnam","VN","City Center, Rạch Giá, Vietnam","9.9927979","105.0833246","Rạch Giá Waterfront Park","Central waterfront commercial district"
"17","neighborhoods/vn-sa-dec/city-centre","images/Neighborhood_POIs/vn-sa-dec/city-centre/","City Centre","Sa Dec","","Vietnam","VN","City Centre, Sa Dec, Vietnam","10.29085","105.75635","Sa Dec city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/vn-soc-trang/city-centre","images/Neighborhood_POIs/vn-soc-trang/city-centre/","City Centre","Sóc Trăng","","Vietnam","VN","City Centre, Sóc Trăng, Vietnam","9.59995","105.97193","Sóc Trăng city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/vn-son-la/city-centre","images/Neighborhood_POIs/vn-son-la/city-centre/","City Centre","Sơn La","","Vietnam","VN","City Centre, Sơn La, Vietnam","21.3256","103.91882","Sơn La city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/vn-son-tay/city-centre","images/Neighborhood_POIs/vn-son-tay/city-centre/","City Centre","Sơn Tây","","Vietnam","VN","City Centre, Sơn Tây, Vietnam","21.14053","105.50686","Sơn Tây city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/vn-tam-ky/city-centre","images/Neighborhood_POIs/vn-tam-ky/city-centre/","City Centre","Tam Kỳ","","Vietnam","VN","City Centre, Tam Kỳ, Vietnam","15.57364","108.47403","Tam Kỳ city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/vn-tan-an/city-centre","images/Neighborhood_POIs/vn-tan-an/city-centre/","City Centre","Tân An","","Vietnam","VN","City Centre, Tân An, Vietnam","10.53589","106.41366","Tân An city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/vn-tan-chau/city-centre","images/Neighborhood_POIs/vn-tan-chau/city-centre/","City Centre","Tân Châu","","Vietnam","VN","City Centre, Tân Châu, Vietnam","10.79832","105.23887","Tân Châu city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/vn-tay-ninh/city-centre","images/Neighborhood_POIs/vn-tay-ninh/city-centre/","City Centre","Tây Ninh","","Vietnam","VN","City Centre, Tây Ninh, Vietnam","11.31004","106.09828","Tây Ninh city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/vn-thai-nguyen/city-centre","images/Neighborhood_POIs/vn-thai-nguyen/city-centre/","City Centre","Thái Nguyên","","Vietnam","VN","City Centre, Thái Nguyên, Vietnam","21.59422","105.84817","Thái Nguyên city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/vn-thanh-hoa/city-center","images/Neighborhood_POIs/vn-thanh-hoa/city-center/","City Center","Thanh Hóa","","Vietnam","VN","City Center, Thanh Hóa, Vietnam","19.8350532","105.7720734","Thanh Hóa City Hall","central commercial district"
"07","neighborhoods/vn-thanh-pho-song-cong/city-centre","images/Neighborhood_POIs/vn-thanh-pho-song-cong/city-centre/","City Centre","Thành phố Sông Công","","Vietnam","VN","City Centre, Thành phố Sông Công, Vietnam","21.4772","105.84137","Thành phố Sông Công city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/vn-thi-tran-ai-tu/city-centre","images/Neighborhood_POIs/vn-thi-tran-ai-tu/city-centre/","City Centre","Thị Trấn Đại Từ","","Vietnam","VN","City Centre, Thị Trấn Đại Từ, Vietnam","21.63384","105.63766","Thị Trấn Đại Từ city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/vn-thi-tran-ong-trieu/city-centre","images/Neighborhood_POIs/vn-thi-tran-ong-trieu/city-centre/","City Centre","Thị Trấn Đông Triều","","Vietnam","VN","City Centre, Thị Trấn Đông Triều, Vietnam","21.08242","106.5138","Thị Trấn Đông Triều city center","Central urban district (auto-added, pop >=100k)"
"10","neighborhoods/vn-thi-tran-thuan-chau/city-centre","images/Neighborhood_POIs/vn-thi-tran-thuan-chau/city-centre/","City Centre","Thị Trấn Thuận Châu","","Vietnam","VN","City Centre, Thị Trấn Thuận Châu, Vietnam","21.43849","103.69","Thị Trấn Thuận Châu city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/vn-thoi-lai/city-centre","images/Neighborhood_POIs/vn-thoi-lai/city-centre/","City Centre","Thới Lai","","Vietnam","VN","City Centre, Thới Lai, Vietnam","10.06522","105.55863","Thới Lai city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/vn-thu-dau-mot/city-center","images/Neighborhood_POIs/vn-thu-dau-mot/city-center/","City Center","Thủ Dầu Một","","Vietnam","VN","City Center, Thủ Dầu Một, Vietnam","10.9778849","106.6518356","Thủ Dầu Một City Hall","Central district"
"13","neighborhoods/vn-thuan-an/city-center","images/Neighborhood_POIs/vn-thuan-an/city-center/","city center","Thuận An","","Vietnam","VN","city center, Thuận An, Vietnam","10.9323222","106.711911","Thuận An City Square","central commercial area"
"14","neighborhoods/vn-tinh-bien/city-centre","images/Neighborhood_POIs/vn-tinh-bien/city-centre/","City Centre","Tịnh Biên","","Vietnam","VN","City Centre, Tịnh Biên, Vietnam","10.59591","104.93669","Tịnh Biên city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/vn-tra-vinh/city-centre","images/Neighborhood_POIs/vn-tra-vinh/city-centre/","City Centre","Trà Vinh","","Vietnam","VN","City Centre, Trà Vinh, Vietnam","9.94719","106.34225","Trà Vinh city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/vn-trang-bang/city-centre","images/Neighborhood_POIs/vn-trang-bang/city-centre/","City Centre","Trảng Bàng","","Vietnam","VN","City Centre, Trảng Bàng, Vietnam","11.02987","106.35751","Trảng Bàng city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/vn-tuy-hoa/city-centre","images/Neighborhood_POIs/vn-tuy-hoa/city-centre/","City Centre","Tuy Hòa","","Vietnam","VN","City Centre, Tuy Hòa, Vietnam","13.09546","109.32094","Tuy Hòa city center","Central urban district (auto-added, pop >=100k)"
"18","neighborhoods/vn-tuyen-quang/city-centre","images/Neighborhood_POIs/vn-tuyen-quang/city-centre/","City Centre","Tuyên Quang","","Vietnam","VN","City Centre, Tuyên Quang, Vietnam","21.82356","105.21424","Tuyên Quang city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/vn-uc-pho/city-centre","images/Neighborhood_POIs/vn-uc-pho/city-centre/","City Centre","Đức Phổ","","Vietnam","VN","City Centre, Đức Phổ, Vietnam","14.81355","108.95931","Đức Phổ city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/vn-uc-trong/city-centre","images/Neighborhood_POIs/vn-uc-trong/city-centre/","City Centre","Đưc Trọng","","Vietnam","VN","City Centre, Đưc Trọng, Vietnam","11.73559","108.3733","Đưc Trọng city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/vn-viet-tri/city-centre","images/Neighborhood_POIs/vn-viet-tri/city-centre/","City Centre","Việt Trì","","Vietnam","VN","City Centre, Việt Trì, Vietnam","21.32274","105.40198","Việt Trì city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/vn-vinh/central-vinh","images/Neighborhood_POIs/vn-vinh/central-vinh/","Central Vinh","Vinh","","Vietnam","VN","Central Vinh, Vinh, Vietnam","18.6883633","105.7570987","Vinh Central Park","City center commercial core"
"03","neighborhoods/vn-vinh-chau/city-centre","images/Neighborhood_POIs/vn-vinh-chau/city-centre/","City Centre","Vĩnh Châu","","Vietnam","VN","City Centre, Vĩnh Châu, Vietnam","9.32439","105.98006","Vĩnh Châu city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/vn-vinh-long/city-centre","images/Neighborhood_POIs/vn-vinh-long/city-centre/","City Centre","Vĩnh Long","","Vietnam","VN","City Centre, Vĩnh Long, Vietnam","10.25369","105.9722","Vĩnh Long city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/vn-vinh-yen/city-centre","images/Neighborhood_POIs/vn-vinh-yen/city-centre/","City Centre","Vĩnh Yên","","Vietnam","VN","City Centre, Vĩnh Yên, Vietnam","21.30891","105.60489","Vĩnh Yên city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/vn-xuan-loc/town-center","images/Neighborhood_POIs/vn-xuan-loc/town-center/","Town Center","Xuân Lộc","","Vietnam","VN","Town Center, Xuân Lộc, Vietnam","10.9158663","107.3987036","Xuân Lộc Central Market","central commercial district"
"07","neighborhoods/vn-yen-bai/city-centre","images/Neighborhood_POIs/vn-yen-bai/city-centre/","City Centre","Yên Bái","","Vietnam","VN","City Centre, Yên Bái, Vietnam","21.72288","104.9113","Yên Bái city center","Central urban district (auto-added, pop >=100k)"
"08","neighborhoods/xk-mitrovice/city-centre","images/Neighborhood_POIs/xk-mitrovice/city-centre/","City Centre","Mitrovicë","","Kosovo","XK","City Centre, Mitrovicë, Kosovo","42.88333","20.86667","Mitrovicë city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/xk-pristina/city-center-mother-teresa-boulevard","images/Neighborhood_POIs/xk-pristina/city-center-mother-teresa-boulevard/","City Center (Mother Teresa Boulevard)","Pristina","","Kosovo","XK","City Center (Mother Teresa Boulevard), Pristina, Kosovo","42.661902","21.162548","Mother Teresa Square","central walkable cafe boulevard"
"10","neighborhoods/xk-pristina/dragodan-arberia","images/Neighborhood_POIs/xk-pristina/dragodan-arberia/","Dragodan (Arbëria)","Pristina","","Kosovo","XK","Dragodan (Arbëria), Pristina, Kosovo","42.6611247","21.1472802","Arbëria Mosque","affluent hillside residential area"
"11","neighborhoods/xk-pristina/pejton","images/Neighborhood_POIs/xk-pristina/pejton/","Pejton","Pristina","","Kosovo","XK","Pejton, Pristina, Kosovo","42.658419","21.1555598","Pejton Park","trendy cafes dining district"
"12","neighborhoods/xk-prizren/prizren-old-town","images/Neighborhood_POIs/xk-prizren/prizren-old-town/","Prizren Old Town","Prizren","","Kosovo","XK","Prizren Old Town, Prizren, Kosovo","42.21389","20.73972","Prizren city center","Ottoman stone old town"
"13","neighborhoods/ye-al-hudaydah/city-centre","images/Neighborhood_POIs/ye-al-hudaydah/city-centre/","City Centre","Al Ḩudaydah","","Yemen","YE","City Centre, Al Ḩudaydah, Yemen","14.79781","42.95452","Al Ḩudaydah city center","Central urban district (auto-added, pop >=100k)"
"14","neighborhoods/ye-dhamar/city-centre","images/Neighborhood_POIs/ye-dhamar/city-centre/","City Centre","Dhamār","","Yemen","YE","City Centre, Dhamār, Yemen","14.54274","44.40514","Dhamār city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/ye-ibb/central-ibb","images/Neighborhood_POIs/ye-ibb/central-ibb/","Central Ibb","Ibb","","Yemen","YE","Central Ibb, Ibb, Yemen","13.9666856","44.1626703","Ibb Grand Mosque","City center district"
"16","neighborhoods/ye-mukalla/city-center","images/Neighborhood_POIs/ye-mukalla/city-center/","city center","Mukalla","","Yemen","YE","city center, Mukalla, Yemen","14.5313857","49.1277063","Mukalla Central Market","central commercial area"
"17","neighborhoods/ye-sanaa/old-city-of-sanaa","images/Neighborhood_POIs/ye-sanaa/old-city-of-sanaa/","Old City of Sanaa","Sanaa","","Yemen","YE","Old City of Sanaa, Sanaa, Yemen","15.3530375","44.2149219","Great Mosque of Sana'a","Historic walkable central district"
"18","neighborhoods/ye-taiz/city-centre","images/Neighborhood_POIs/ye-taiz/city-centre/","City Centre","Taiz","","Yemen","YE","City Centre, Taiz, Yemen","13.57952","44.02091","Taiz city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/za-bhisho/city-centre","images/Neighborhood_POIs/za-bhisho/city-centre/","City Centre","Bhisho","","South Africa","ZA","City Centre, Bhisho, South Africa","-32.84721","27.44218","Bhisho city center","Central urban district (auto-added, pop >=100k)"
