"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Berrechid","Morocco","MA","City Centre","Central urban district (auto-added, pop >=100k)","low","33.26553","-7.58754","Berrechid city center","city center, Berrechid, Morocco","geonames_city_point","","","","","","","","unresolved"
"Tambacounda","Senegal","SN","City Centre","Central urban district (auto-added, pop >=100k)","low","13.77073","-13.66734","Tambacounda city center","city center, Tambacounda, Senegal","geonames_city_point","","","","","","","","unresolved"
"Ārabī","Ethiopia","ET","City Centre","Central urban district (auto-added, pop >=100k)","low","9.96278","42.49278","Ārabī city center","city center, Ārabī, Ethiopia","geonames_city_point","","","","","","","","unresolved"
"Kerch","Ukraine","UA","City Centre","Central urban district (auto-added, pop >=100k)","low","45.35675","36.47542","Kerch city center","city center, Kerch, Ukraine","geonames_city_point","","","","","","","","unresolved"
"Saguenay","Canada","CA","City Centre","Central urban district (auto-added, pop >=100k)","low","48.41675","-71.06573","Saguenay city center","city center, Saguenay, Canada","geonames_city_point","","","","","","","","unresolved"
"Fazenda Rio Grande","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-25.6575","-49.30806","Fazenda Rio Grande city center","city center, Fazenda Rio Grande, Brazil","geonames_city_point","","","","","","","","unresolved"
"Marvdasht","Iran","IR","City Centre","Central urban district (auto-added, pop >=100k)","low","29.87407","52.80258","Marvdasht city center","city center, Marvdasht, Iran","geonames_city_point","","","","","","","","unresolved"
"Melitopol","Ukraine","UA","City Centre","Central urban district (auto-added, pop >=100k)","low","46.84735","35.38196","Melitopol city center","city center, Melitopol, Ukraine","geonames_city_point","","","","","","","","unresolved"
"Dunhua","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","43.36954","128.22861","Dunhua city center","city center, Dunhua, China","geonames_city_point","","","","","","","","unresolved"
"Bhuj","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.25397","69.66928","Bhuj city center","city center, Bhuj, India","geonames_city_point","","","","","","","","unresolved"
"Yonago","Japan","JP","City Centre","Central urban district (auto-added, pop >=100k)","low","35.43333","133.33333","Yonago city center","city center, Yonago, Japan","geonames_city_point","","","","","","","","unresolved"
"Ruqi","Somalia","SO","City Centre","Central urban district (auto-added, pop >=100k)","low","9.97293","43.4276","Ruqi city center","city center, Ruqi, Somalia","geonames_city_point","","","","","","","","unresolved"
"Arar","Saudi Arabia","SA","City Centre","Central urban district (auto-added, pop >=100k)","low","30.97531","41.03808","Arar city center","city center, Arar, Saudi Arabia","geonames_city_point","","","","","","","","unresolved"
"Valencia","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","34.44361","-118.60953","Valencia city center","city center, Valencia, United States","geonames_city_point","","","","","","","","unresolved"
"Rockford","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","42.27113","-89.094","Rockford city center","city center, Rockford, United States","geonames_city_point","","","","","","","","unresolved"
"Botucatu","Brazil","BR","City Centre","Central urban district (auto-added, pop >=100k)","low","-22.88583","-48.445","Botucatu city center","city center, Botucatu, Brazil","geonames_city_point","","","","","","","","unresolved"
"Ciudad Delicias","Mexico","MX","City Centre","Central urban district (auto-added, pop >=100k)","low","28.19013","-105.47012","Ciudad Delicias city center","city center, Ciudad Delicias, Mexico","geonames_city_point","","","","","","","","unresolved"
"Siguiri","Guinea","GN","City Centre","Central urban district (auto-added, pop >=100k)","low","11.42282","-9.16852","Siguiri city center","city center, Siguiri, Guinea","geonames_city_point","","","","","","","","unresolved"
"Mbanza Kongo","Angola","AO","City Centre","Central urban district (auto-added, pop >=100k)","low","-6.26667","14.23833","Mbanza Kongo city center","city center, Mbanza Kongo, Angola","geonames_city_point","","","","","","","","unresolved"
"East Hampton","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","37.03737","-76.33161","East Hampton city center","city center, East Hampton, United States","geonames_city_point","","","","","","","","unresolved"
"Honggang","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","46.3974","124.88447","Honggang city center","city center, Honggang, China","geonames_city_point","","","","","","","","unresolved"
"Joliet","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","41.52519","-88.0834","Joliet city center","city center, Joliet, United States","geonames_city_point","","","","","","","","unresolved"
"Barrie","Canada","CA","City Centre","Central urban district (auto-added, pop >=100k)","low","44.40011","-79.66634","Barrie city center","city center, Barrie, Canada","geonames_city_point","","","","","","","","unresolved"
"Paterson","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","40.91677","-74.17181","Paterson city center","city center, Paterson, United States","geonames_city_point","","","","","","","","unresolved"
"Kolomna","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","55.07108","38.78399","Kolomna city center","city center, Kolomna, Russia","geonames_city_point","","","","","","","","unresolved"
"Rafsanjān","Iran","IR","City Centre","Central urban district (auto-added, pop >=100k)","low","30.4067","55.9939","Rafsanjān city center","city center, Rafsanjān, Iran","geonames_city_point","","","","","","","","unresolved"
"Hòa Thành","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","11.28696","106.12936","Hòa Thành city center","city center, Hòa Thành, Vietnam","geonames_city_point","","","","","","","","unresolved"
"As Sālimīyah","Kuwait","KW","City Centre","Central urban district (auto-added, pop >=100k)","low","29.33389","48.07611","As Sālimīyah city center","city center, As Sālimīyah, Kuwait","geonames_city_point","","","","","","","","unresolved"
"Bridgeport","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","41.17923","-73.18945","Bridgeport city center","city center, Bridgeport, United States","geonames_city_point","","","","","","","","unresolved"
"Kragujevac","Serbia","RS","City Centre","Central urban district (auto-added, pop >=100k)","low","44.01667","20.91667","Kragujevac city center","city center, Kragujevac, Serbia","geonames_city_point","","","","","","","","unresolved"
"Aktau","Kazakhstan","KZ","City Centre","Central urban district (auto-added, pop >=100k)","low","43.66105","51.17392","Aktau city center","city center, Aktau, Kazakhstan","geonames_city_point","","","","","","","","unresolved"
"Sasarām","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","24.94942","84.01645","Sasarām city center","city center, Sasarām, India","geonames_city_point","","","","","","","","unresolved"
"Kramatorsk","Ukraine","UA","City Centre","Central urban district (auto-added, pop >=100k)","low","48.73106","37.56779","Kramatorsk city center","city center, Kramatorsk, Ukraine","geonames_city_point","","","","","","","","unresolved"
"Naperville","United States","US","City Centre","Central urban district (auto-added, pop >=100k)","low","41.78586","-88.14729","Naperville city center","city center, Naperville, United States","geonames_city_point","","","","","","","","unresolved"
"Colima","Mexico","MX","City Centre","Central urban district (auto-added, pop >=100k)","low","19.24473","-103.7127","Colima city center","city center, Colima, Mexico","geonames_city_point","","","","","","","","unresolved"
"Bhimavaram","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","16.54078","81.52322","Bhimavaram city center","city center, Bhimavaram, India","geonames_city_point","","","","","","","","unresolved"
"Nakhodka","Russia","RU","City Centre","Central urban district (auto-added, pop >=100k)","low","42.8436","132.91831","Nakhodka city center","city center, Nakhodka, Russia","geonames_city_point","","","","","","","","unresolved"
"Debre Birhan","Ethiopia","ET","City Centre","Central urban district (auto-added, pop >=100k)","low","9.67954","39.53262","Debre Birhan city center","city center, Debre Birhan, Ethiopia","geonames_city_point","","","","","","","","unresolved"
"Cam Ranh","Vietnam","VN","City Centre","Central urban district (auto-added, pop >=100k)","low","11.92144","109.15913","Cam Ranh city center","city center, Cam Ranh, Vietnam","geonames_city_point","","","","","","","","unresolved"
"Matanzas","Cuba","CU","City Centre","Central urban district (auto-added, pop >=100k)","low","23.04388","-81.58284","Matanzas city center","city center, Matanzas, Cuba","geonames_city_point","","","","","","","","unresolved"
"Beed","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","18.98921","75.75634","Beed city center","city center, Beed, India","geonames_city_point","","","","","","","","unresolved"
"Taozhou","China","CN","City Centre","Central urban district (auto-added, pop >=100k)","low","30.90641","119.40865","Taozhou city center","city center, Taozhou, China","geonames_city_point","","","","","","","","unresolved"
"Saint-Quentin-en-Yvelines","France","FR","City Centre","Central urban district (auto-added, pop >=100k)","low","48.77186","2.01891","Saint-Quentin-en-Yvelines city center","city center, Saint-Quentin-en-Yvelines, France","geonames_city_point","","","","","","","","unresolved"
"Colina","Chile","CL","City Centre","Central urban district (auto-added, pop >=100k)","low","-33.20443","-70.67474","Colina city center","city center, Colina, Chile","geonames_city_point","","","","","","","","unresolved"
"Nouadhibou","Mauritania","MR","City Centre","Central urban district (auto-added, pop >=100k)","low","20.94188","-17.03842","Nouadhibou city center","city center, Nouadhibou, Mauritania","geonames_city_point","","","","","","","","unresolved"
"Puerto Plata","Dominican Republic","DO","City Centre","Central urban district (auto-added, pop >=100k)","low","19.79344","-70.6884","Puerto Plata city center","city center, Puerto Plata, Dominican Republic","geonames_city_point","","","","","","","","unresolved"
"Urdaneta","Philippines","PH","City Centre","Central urban district (auto-added, pop >=100k)","low","15.97611","120.57111","Urdaneta city center","city center, Urdaneta, Philippines","geonames_city_point","","","","","","","","unresolved"
"Krishnanagar","India","IN","City Centre","Central urban district (auto-added, pop >=100k)","low","23.40576","88.49073","Krishnanagar city center","city center, Krishnanagar, India","geonames_city_point","","","","","","","","unresolved"
