"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/us-madison/williamson-street","Williamson Street","Madison","","United States","US","Williamson Street, Madison, United States"
"neighborhoods/us-manchester/city-centre","City Centre","Manchester","","United States","US","City Centre, Manchester, United States"
"neighborhoods/us-manhattan/battery-park-city","Battery Park City","Manhattan","","United States","US","Battery Park City, Manhattan, United States"
"neighborhoods/us-manhattan/chelsea","Chelsea","Manhattan","","United States","US","Chelsea, Manhattan, United States"
"neighborhoods/us-manhattan/east-village","East Village","Manhattan","","United States","US","East Village, Manhattan, United States"
"neighborhoods/us-manhattan/financial-district","Financial District","Manhattan","","United States","US","Financial District, Manhattan, United States"
"neighborhoods/us-manhattan/flatiron-district","Flatiron District","Manhattan","","United States","US","Flatiron District, Manhattan, United States"
"neighborhoods/us-manhattan/gramercy","Gramercy","Manhattan","","United States","US","Gramercy, Manhattan, United States"
"neighborhoods/us-manhattan/greenwich-village","Greenwich Village","Manhattan","","United States","US","Greenwich Village, Manhattan, United States"
"neighborhoods/us-manhattan/harlem","Harlem","Manhattan","","United States","US","Harlem, Manhattan, United States"
"neighborhoods/us-manhattan/hell-s-kitchen","Hell's Kitchen","Manhattan","","United States","US","Hell's Kitchen, Manhattan, United States"
"neighborhoods/us-manhattan/lower-east-side","Lower East Side","Manhattan","","United States","US","Lower East Side, Manhattan, United States"
"neighborhoods/us-manhattan/meatpacking-district","Meatpacking District","Manhattan","","United States","US","Meatpacking District, Manhattan, United States"
"neighborhoods/us-manhattan/midtown","Midtown","Manhattan","","United States","US","Midtown, Manhattan, United States"
"neighborhoods/us-manhattan/murray-hill","Murray Hill","Manhattan","","United States","US","Murray Hill, Manhattan, United States"
"neighborhoods/us-manhattan/nolita","Nolita","Manhattan","","United States","US","Nolita, Manhattan, United States"
"neighborhoods/us-manhattan/nomad","NoMad","Manhattan","","United States","US","NoMad, Manhattan, United States"
"neighborhoods/us-manhattan/soho","SoHo","Manhattan","","United States","US","SoHo, Manhattan, United States"
"neighborhoods/us-manhattan/tribeca","Tribeca","Manhattan","","United States","US","Tribeca, Manhattan, United States"
"neighborhoods/us-manhattan/upper-east-side","Upper East Side","Manhattan","","United States","US","Upper East Side, Manhattan, United States"
"neighborhoods/us-manhattan/upper-west-side","Upper West Side","Manhattan","","United States","US","Upper West Side, Manhattan, United States"
"neighborhoods/us-manhattan/west-village","West Village","Manhattan","","United States","US","West Village, Manhattan, United States"
"neighborhoods/us-mcallen/city-centre","City Centre","McAllen","","United States","US","City Centre, McAllen, United States"
"neighborhoods/us-mckinney/city-centre","City Centre","McKinney","","United States","US","City Centre, McKinney, United States"
"neighborhoods/us-meads/central","Central","Meads","","United States","US","Central, Meads, United States"
"neighborhoods/us-memphis/overton-square","Overton Square","Memphis","","United States","US","Overton Square, Memphis, United States"
"neighborhoods/us-memphis/south-main-arts-district","South Main Arts District","Memphis","","United States","US","South Main Arts District, Memphis, United States"
"neighborhoods/us-mesa/downtown-mesa","Downtown Mesa","Mesa","","United States","US","Downtown Mesa, Mesa, United States"
"neighborhoods/us-miami/design-district","Design District","Miami","","United States","US","Design District, Miami, United States"
"neighborhoods/us-midland/city-centre","City Centre","Midland","","United States","US","City Centre, Midland, United States"
"neighborhoods/us-milwaukee/downtown","Downtown","Milwaukee","","United States","US","Downtown, Milwaukee, United States"
"neighborhoods/us-milwaukee/walker-s-point","Walker's Point","Milwaukee","","United States","US","Walker's Point, Milwaukee, United States"
"neighborhoods/us-minneapolis/north-loop","North Loop","Minneapolis","","United States","US","North Loop, Minneapolis, United States"
"neighborhoods/us-miramar/city-centre","City Centre","Miramar","","United States","US","City Centre, Miramar, United States"
"neighborhoods/us-modesto/city-centre","City Centre","Modesto","","United States","US","City Centre, Modesto, United States"
"neighborhoods/us-montgomery/downtown-montgomery","Downtown Montgomery","Montgomery","","United States","US","Downtown Montgomery, Montgomery, United States"
"neighborhoods/us-murfreesboro/city-centre","City Centre","Murfreesboro","","United States","US","City Centre, Murfreesboro, United States"
"neighborhoods/us-murrieta/city-centre","City Centre","Murrieta","","United States","US","City Centre, Murrieta, United States"
"neighborhoods/us-naperville/city-centre","City Centre","Naperville","","United States","US","City Centre, Naperville, United States"
"neighborhoods/us-new-bedford/city-centre","City Centre","New Bedford","","United States","US","City Centre, New Bedford, United States"
"neighborhoods/us-new-haven/chapel-street","Chapel Street","New Haven","","United States","US","Chapel Street, New Haven, United States"
"neighborhoods/us-new-south-memphis/downtown-memphis","Downtown Memphis","New South Memphis","","United States","US","Downtown Memphis, New South Memphis, United States"
"neighborhoods/us-newark/university-heights","University Heights","Newark","","United States","US","University Heights, Newark, United States"
"neighborhoods/us-newport-news/city-centre","City Centre","Newport News","","United States","US","City Centre, Newport News, United States"
"neighborhoods/us-norfolk/city-centre","City Centre","Norfolk","","United States","US","City Centre, Norfolk, United States"
"neighborhoods/us-norman/city-centre","City Centre","Norman","","United States","US","City Centre, Norman, United States"
"neighborhoods/us-north-charleston/park-circle","Park Circle","North Charleston","","United States","US","Park Circle, North Charleston, United States"
"neighborhoods/us-north-peoria/city-centre","City Centre","North Peoria","","United States","US","City Centre, North Peoria, United States"
"neighborhoods/us-north-stamford/city-centre","City Centre","North Stamford","","United States","US","City Centre, North Stamford, United States"
"neighborhoods/us-oceanside/downtown-oceanside","Downtown Oceanside","Oceanside","","United States","US","Downtown Oceanside, Oceanside, United States"
"neighborhoods/us-odessa/city-centre","City Centre","Odessa","","United States","US","City Centre, Odessa, United States"
"neighborhoods/us-oklahoma-city/automobile-alley","Automobile Alley","Oklahoma City","","United States","US","Automobile Alley, Oklahoma City, United States"
"neighborhoods/us-oklahoma-city/plaza-district","Plaza District","Oklahoma City","","United States","US","Plaza District, Oklahoma City, United States"
"neighborhoods/us-olathe/city-centre","City Centre","Olathe","","United States","US","City Centre, Olathe, United States"
"neighborhoods/us-omaha/blackstone-district","Blackstone District","Omaha","","United States","US","Blackstone District, Omaha, United States"
"neighborhoods/us-omaha/dundee","Dundee","Omaha","","United States","US","Dundee, Omaha, United States"
"neighborhoods/us-ontario/city-centre","City Centre","Ontario","","United States","US","City Centre, Ontario, United States"
"neighborhoods/us-orlando/mills-50","Mills 50","Orlando","","United States","US","Mills 50, Orlando, United States"
"neighborhoods/us-oxnard/city-centre","City Centre","Oxnard","","United States","US","City Centre, Oxnard, United States"
"neighborhoods/us-palm-bay/city-centre","City Centre","Palm Bay","","United States","US","City Centre, Palm Bay, United States"
"neighborhoods/us-palmdale/city-centre","City Centre","Palmdale","","United States","US","City Centre, Palmdale, United States"
"neighborhoods/us-pasadena-tx/city-centre","City Centre","Pasadena (TX)","","United States","US","City Centre, Pasadena (TX), United States"
"neighborhoods/us-paterson/city-centre","City Centre","Paterson","","United States","US","City Centre, Paterson, United States"
"neighborhoods/us-pearland/city-centre","City Centre","Pearland","","United States","US","City Centre, Pearland, United States"
"neighborhoods/us-pembroke-pines/city-centre","City Centre","Pembroke Pines","","United States","US","City Centre, Pembroke Pines, United States"
"neighborhoods/us-peoria-az/city-centre","City Centre","Peoria (AZ)","","United States","US","City Centre, Peoria (AZ), United States"
"neighborhoods/us-peoria-il/city-centre","City Centre","Peoria (IL)","","United States","US","City Centre, Peoria (IL), United States"
"neighborhoods/us-phoenix/biltmore","Biltmore","Phoenix","","United States","US","Biltmore, Phoenix, United States"
"neighborhoods/us-plano/legacy-west","Legacy West","Plano","","United States","US","Legacy West, Plano, United States"
"neighborhoods/us-pomona/city-centre","City Centre","Pomona","","United States","US","City Centre, Pomona, United States"
"neighborhoods/us-port-saint-lucie/city-centre","City Centre","Port Saint Lucie","","United States","US","City Centre, Port Saint Lucie, United States"
"neighborhoods/us-portland/division-clinton","Division-Clinton","Portland","","United States","US","Division-Clinton, Portland, United States"
"neighborhoods/us-portland/hawthorne","Hawthorne","Portland","","United States","US","Hawthorne, Portland, United States"
"neighborhoods/us-portland/mississippi-avenue","Mississippi Avenue","Portland","","United States","US","Mississippi Avenue, Portland, United States"
"neighborhoods/us-providence/city-centre","City Centre","Providence","","United States","US","City Centre, Providence, United States"
"neighborhoods/us-provo/city-centre","City Centre","Provo","","United States","US","City Centre, Provo, United States"
"neighborhoods/us-pueblo/city-centre","City Centre","Pueblo","","United States","US","City Centre, Pueblo, United States"
"neighborhoods/us-raleigh/hillsborough-street","Hillsborough Street","Raleigh","","","US","Hillsborough Street, Raleigh"
"neighborhoods/us-raleigh/warehouse-district","Warehouse District","Raleigh","","United States","US","Warehouse District, Raleigh, United States"
"neighborhoods/us-rancho-cucamonga/city-centre","City Centre","Rancho Cucamonga","","United States","US","City Centre, Rancho Cucamonga, United States"
"neighborhoods/us-riverside/mission-inn-district","Mission Inn District","Riverside","","United States","US","Mission Inn District, Riverside, United States"
"neighborhoods/us-roanoke/downtown-roanoke","Downtown Roanoke","Roanoke","","United States","US","Downtown Roanoke, Roanoke, United States"
"neighborhoods/us-rochester-mn/city-centre","City Centre","Rochester (MN)","","United States","US","City Centre, Rochester (MN), United States"
"neighborhoods/us-rockford/city-centre","City Centre","Rockford","","United States","US","City Centre, Rockford, United States"
"neighborhoods/us-roseville/city-centre","City Centre","Roseville","","United States","US","City Centre, Roseville, United States"
"neighborhoods/us-round-rock/city-centre","City Centre","Round Rock","","United States","US","City Centre, Round Rock, United States"
"neighborhoods/us-sacramento/r-street-corridor","R Street Corridor","Sacramento","","United States","US","R Street Corridor, Sacramento, United States"
"neighborhoods/us-saint-paul/cathedral-hill","Cathedral Hill","Saint Paul","","United States","US","Cathedral Hill, Saint Paul, United States"
"neighborhoods/us-saint-paul/grand-avenue","Grand Avenue","Saint Paul","","United States","US","Grand Avenue, Saint Paul, United States"
"neighborhoods/us-saint-paul/highland-park","Highland Park","Saint Paul","","United States","US","Highland Park, Saint Paul, United States"
"neighborhoods/us-salem/downtown-salem","Downtown Salem","Salem","","United States","US","Downtown Salem, Salem, United States"
"neighborhoods/us-salinas/city-centre","City Centre","Salinas","","United States","US","City Centre, Salinas, United States"
"neighborhoods/us-salt-lake-city/9th-and-9th","9th and 9th","Salt Lake City","","United States","US","9th and 9th, Salt Lake City, United States"
"neighborhoods/us-san-francisco/soma","SoMa","San Francisco","","United States","US","SoMa, San Francisco, United States"
"neighborhoods/us-san-jose/santana-row","Santana Row","San Jose","","United States","US","Santana Row, San Jose, United States"
"neighborhoods/us-san-mateo/city-centre","City Centre","San Mateo","","United States","US","City Centre, San Mateo, United States"
"neighborhoods/us-santa-ana/downtown-santa-ana","Downtown Santa Ana","Santa Ana","","United States","US","Downtown Santa Ana, Santa Ana, United States"
"neighborhoods/us-santa-ana/french-park","French Park","Santa Ana","","United States","US","French Park, Santa Ana, United States"
"neighborhoods/us-santa-clarita/city-centre","City Centre","Santa Clarita","","United States","US","City Centre, Santa Clarita, United States"
"neighborhoods/us-santa-maria/city-centre","City Centre","Santa Maria","","United States","US","City Centre, Santa Maria, United States"
"neighborhoods/us-santa-rosa/city-centre","City Centre","Santa Rosa","","United States","US","City Centre, Santa Rosa, United States"
"neighborhoods/us-savannah/starland-district","Starland District","Savannah","","United States","US","Starland District, Savannah, United States"
"neighborhoods/us-shreveport/city-centre","City Centre","Shreveport","","United States","US","City Centre, Shreveport, United States"
"neighborhoods/us-simi-valley/city-centre","City Centre","Simi Valley","","United States","US","City Centre, Simi Valley, United States"
"neighborhoods/us-south-bend/city-centre","City Centre","South Bend","","United States","US","City Centre, South Bend, United States"
"neighborhoods/us-south-boston/east-broadway","East Broadway","South Boston","","United States","US","East Broadway, South Boston, United States"
"neighborhoods/us-south-fulton/city-centre","City Centre","South Fulton","","United States","US","City Centre, South Fulton, United States"
"neighborhoods/us-spokane/kendall-yards","Kendall Yards","Spokane","","United States","US","Kendall Yards, Spokane, United States"
"neighborhoods/us-spokane/riverfront-spokane","Riverfront Spokane","Spokane","","United States","US","Riverfront Spokane, Spokane, United States"
"neighborhoods/us-springfield-il/city-centre","City Centre","Springfield (IL)","","United States","US","City Centre, Springfield (IL), United States"
"neighborhoods/us-springfield-ma/city-centre","City Centre","Springfield (MA)","","United States","US","City Centre, Springfield (MA), United States"
